boundary_id,source_session,session_row,boundary_frame,previous_annotation_id,next_annotation_id,previous_label,next_label,frames_available_before,frames_available_after,annotation_gap_frames,annotation_relation,reset_or_discontinuity,source_frame_contiguous,h4_supported,split
session_009_frame_0339452,training_ep_row_00009,9,339452,3319,4667,turn_off_lightbulb,lift_red_block_table,8085,3338,257,gap,False,True,True,train
session_009_frame_0340202,training_ep_row_00009,9,340202,4667,1565,lift_red_block_table,turn_on_lightbulb,8835,2588,685,gap,False,True,True,train
session_009_frame_0340479,training_ep_row_00009,9,340479,1565,2739,turn_on_lightbulb,push_pink_block_right,9112,2311,212,gap,False,True,True,train
session_009_frame_0342403,training_ep_row_00009,9,342403,2739,2592,push_pink_block_right,place_in_slider,11036,387,1876,gap,False,True,True,train
session_010_frame_0439703,training_ep_row_00010,10,439703,1631,2832,lift_blue_block_slider,place_in_slider,830,25365,468,gap,False,True,True,development
session_010_frame_0439908,training_ep_row_00010,10,439908,2832,1589,place_in_slider,turn_off_lightbulb,1035,25160,170,gap,False,True,True,development
session_010_frame_0440080,training_ep_row_00010,10,440080,1589,3030,turn_off_lightbulb,lift_blue_block_slider,1207,24988,107,gap,False,True,True,development
session_010_frame_0440294,training_ep_row_00010,10,440294,2310,4770,lift_blue_block_slider,place_in_slider,1421,24774,148,gap,False,True,True,development
session_010_frame_0441190,training_ep_row_00010,10,441190,4770,2985,place_in_slider,lift_red_block_table,2317,23878,831,gap,False,True,True,development
session_010_frame_0441366,training_ep_row_00010,10,441366,2985,3071,lift_red_block_table,push_pink_block_right,2493,23702,111,gap,False,True,True,development
session_010_frame_0441626,training_ep_row_00010,10,441626,1038,876,push_pink_block_right,lift_red_block_table,2753,23442,193,gap,False,True,True,development
session_010_frame_0442341,training_ep_row_00010,10,442341,876,3535,lift_red_block_table,place_in_slider,3468,22727,650,gap,False,True,True,development
session_010_frame_0442558,training_ep_row_00010,10,442558,3535,3349,place_in_slider,turn_off_lightbulb,3685,22510,170,gap,False,True,True,development
session_010_frame_0442832,training_ep_row_00010,10,442832,873,3775,turn_off_lightbulb,push_pink_block_right,3959,22236,200,gap,False,True,True,development
session_010_frame_0445314,training_ep_row_00010,10,445314,4018,852,push_pink_block_right,turn_off_lightbulb,6441,19754,2408,gap,False,True,True,development
session_010_frame_0445717,training_ep_row_00010,10,445717,852,4141,turn_off_lightbulb,turn_on_lightbulb,6844,19351,338,gap,False,True,True,development
session_010_frame_0447016,training_ep_row_00010,10,447016,4141,922,turn_on_lightbulb,lift_red_block_table,8143,18052,1234,gap,False,True,True,development
session_010_frame_0448778,training_ep_row_00010,10,448778,2109,276,lift_red_block_table,turn_off_lightbulb,9905,16290,1034,gap,False,True,True,development
session_010_frame_0450442,training_ep_row_00010,10,450442,974,3397,turn_off_lightbulb,turn_on_lightbulb,11569,14626,1588,gap,False,True,True,development
session_010_frame_0452421,training_ep_row_00010,10,452421,3397,3799,turn_on_lightbulb,push_pink_block_right,13548,12647,1914,gap,False,True,True,development
session_010_frame_0452829,training_ep_row_00010,10,452829,3799,2677,push_pink_block_right,turn_on_lightbulb,13956,12239,343,gap,False,True,True,development
session_010_frame_0453752,training_ep_row_00010,10,453752,2677,4851,turn_on_lightbulb,lift_blue_block_slider,14879,11316,858,gap,False,True,True,development
session_010_frame_0455792,training_ep_row_00010,10,455792,2320,4617,lift_blue_block_slider,turn_off_lightbulb,16919,9276,1969,gap,False,True,True,development
session_010_frame_0456092,training_ep_row_00010,10,456092,3411,4491,turn_off_lightbulb,turn_on_lightbulb,17219,8976,231,gap,False,True,True,development
session_010_frame_0456533,training_ep_row_00010,10,456533,2656,315,turn_on_lightbulb,turn_off_lightbulb,17660,8535,368,gap,False,True,True,development
session_010_frame_0456635,training_ep_row_00010,10,456635,315,2271,turn_off_lightbulb,place_in_slider,17762,8433,54,gap,False,True,True,development
session_010_frame_0458161,training_ep_row_00010,10,458161,2271,4485,place_in_slider,lift_red_block_table,19288,6907,1461,gap,False,True,True,development
session_010_frame_0459365,training_ep_row_00010,10,459365,2847,56,lift_red_block_table,place_in_slider,20492,5703,1132,gap,False,True,True,development
session_010_frame_0461777,training_ep_row_00010,10,461777,56,2292,place_in_slider,lift_red_block_table,22904,3291,2378,gap,False,True,True,development
session_010_frame_0462064,training_ep_row_00010,10,462064,2292,3387,lift_red_block_table,turn_on_lightbulb,23191,3004,222,gap,False,True,True,development
session_010_frame_0463597,training_ep_row_00010,10,463597,3210,4754,turn_on_lightbulb,place_in_slider,24724,1471,130,gap,False,True,True,development
session_011_frame_0466399,training_ep_row_00011,11,466399,1500,2286,turn_on_lightbulb,lift_blue_block_slider,1331,11061,773,gap,False,True,True,train
session_011_frame_0468213,training_ep_row_00011,11,468213,2286,4709,lift_blue_block_slider,turn_off_lightbulb,3145,9247,1749,gap,False,True,True,train
session_011_frame_0468993,training_ep_row_00011,11,468993,4709,1557,turn_off_lightbulb,turn_on_lightbulb,3925,8467,715,gap,False,True,True,train
session_011_frame_0469420,training_ep_row_00011,11,469420,1557,3526,turn_on_lightbulb,lift_red_block_table,4352,8040,362,gap,False,True,True,train
session_011_frame_0469566,training_ep_row_00011,11,469566,3526,824,lift_red_block_table,push_pink_block_right,4498,7894,81,gap,False,True,True,train
session_011_frame_0471485,training_ep_row_00011,11,471485,4043,4662,push_pink_block_right,turn_off_lightbulb,6417,5975,1858,gap,False,True,True,train
session_011_frame_0473335,training_ep_row_00011,11,473335,4662,4079,turn_off_lightbulb,place_in_slider,8267,4125,1785,gap,False,True,True,train
session_011_frame_0474721,training_ep_row_00011,11,474721,4079,1552,place_in_slider,turn_off_lightbulb,9653,2739,1321,gap,False,True,True,train
session_011_frame_0475280,training_ep_row_00011,11,475280,1552,5020,turn_off_lightbulb,push_pink_block_right,10212,2180,494,gap,False,True,True,train
session_011_frame_0476348,training_ep_row_00011,11,476348,2120,3502,push_pink_block_right,lift_red_block_table,11280,1112,1028,gap,False,True,True,train
session_012_frame_0349988,training_ep_row_00012,12,349988,2880,1825,place_in_slider,push_pink_block_right,624,8494,427,gap,False,True,True,train
session_012_frame_0352280,training_ep_row_00012,12,352280,1825,319,push_pink_block_right,lift_blue_block_slider,2916,6202,2227,gap,False,True,True,train
session_012_frame_0352567,training_ep_row_00012,12,352567,227,1373,lift_blue_block_slider,turn_off_lightbulb,3203,5915,219,gap,False,True,True,train
session_012_frame_0352965,training_ep_row_00012,12,352965,2064,1322,turn_off_lightbulb,place_in_slider,3601,5517,325,gap,False,True,True,train
session_012_frame_0353587,training_ep_row_00012,12,353587,1322,3980,place_in_slider,turn_on_lightbulb,4223,4895,587,gap,False,True,True,train
session_012_frame_0354494,training_ep_row_00012,12,354494,3980,3023,turn_on_lightbulb,lift_blue_block_slider,5130,3988,842,gap,False,True,True,train
session_012_frame_0354624,training_ep_row_00012,12,354624,2326,1462,lift_blue_block_slider,turn_on_lightbulb,5260,3858,56,gap,False,True,True,train
session_012_frame_0356063,training_ep_row_00012,12,356063,1462,4528,turn_on_lightbulb,lift_blue_block_slider,6699,2419,1374,gap,False,True,True,train
session_012_frame_0356148,training_ep_row_00012,12,356148,930,742,lift_blue_block_slider,turn_off_lightbulb,6784,2334,8,gap,False,True,True,train
session_012_frame_0356830,training_ep_row_00012,12,356830,742,107,turn_off_lightbulb,turn_on_lightbulb,7466,1652,617,gap,False,True,True,train
session_012_frame_0357248,training_ep_row_00012,12,357248,107,4524,turn_on_lightbulb,turn_off_lightbulb,7884,1234,353,gap,False,True,True,train
session_013_frame_0123290,training_ep_row_00013,13,123290,2692,4820,place_in_slider,turn_off_lightbulb,1113,24264,446,gap,False,True,True,train
session_013_frame_0123362,training_ep_row_00013,13,123362,296,4093,turn_off_lightbulb,lift_blue_block_slider,1185,24192,1,gap,False,True,True,train
session_013_frame_0125705,training_ep_row_00013,13,125705,4093,3414,lift_blue_block_slider,lift_red_block_table,3528,21849,2278,gap,False,True,True,train
session_013_frame_0125859,training_ep_row_00013,13,125859,3414,2839,lift_red_block_table,turn_on_lightbulb,3682,21695,89,gap,False,True,True,train
session_013_frame_0127710,training_ep_row_00013,13,127710,2634,3639,turn_on_lightbulb,lift_red_block_table,5533,19844,262,gap,False,True,True,train
session_013_frame_0127794,training_ep_row_00013,13,127794,293,4907,lift_red_block_table,lift_blue_block_slider,5617,19760,11,gap,False,True,True,train
session_013_frame_0129231,training_ep_row_00013,13,129231,3545,2459,lift_blue_block_slider,push_pink_block_right,7054,18323,1363,gap,False,True,True,train
session_013_frame_0129508,training_ep_row_00013,13,129508,2459,3511,push_pink_block_right,turn_on_lightbulb,7331,18046,229,gap,False,True,True,train
session_013_frame_0130638,training_ep_row_00013,13,130638,3511,1481,turn_on_lightbulb,place_in_slider,8461,16916,1065,gap,False,True,True,train
session_013_frame_0131282,training_ep_row_00013,13,131282,1481,1156,place_in_slider,lift_blue_block_slider,9105,16272,604,gap,False,True,True,train
session_013_frame_0135238,training_ep_row_00013,13,135238,1336,4170,lift_blue_block_slider,lift_red_block_table,13061,12316,1831,gap,False,True,True,train
session_013_frame_0136760,training_ep_row_00013,13,136760,4170,2603,lift_red_block_table,turn_off_lightbulb,14583,10794,1457,gap,False,True,True,train
session_013_frame_0138632,training_ep_row_00013,13,138632,2051,1242,turn_off_lightbulb,push_pink_block_right,16455,8922,594,gap,False,True,True,train
session_013_frame_0138722,training_ep_row_00013,13,138722,3088,3504,push_pink_block_right,place_in_slider,16545,8832,44,gap,False,True,True,train
session_013_frame_0138838,training_ep_row_00013,13,138838,3504,1609,place_in_slider,lift_red_block_table,16661,8716,75,gap,False,True,True,train
session_013_frame_0138906,training_ep_row_00013,13,138906,1609,4027,lift_red_block_table,place_in_slider,16729,8648,3,gap,False,True,True,train
session_013_frame_0139634,training_ep_row_00013,13,139634,4027,2339,place_in_slider,lift_blue_block_slider,17457,7920,692,gap,False,True,True,train
session_013_frame_0140104,training_ep_row_00013,13,140104,2339,2747,lift_blue_block_slider,lift_red_block_table,17927,7450,431,gap,False,True,True,train
session_013_frame_0140171,training_ep_row_00013,13,140171,2747,2787,lift_red_block_table,turn_on_lightbulb,17994,7383,23,gap,False,True,True,train
session_013_frame_0140618,training_ep_row_00013,13,140618,2787,2030,turn_on_lightbulb,place_in_slider,18441,6936,408,gap,False,True,True,train
session_013_frame_0143831,training_ep_row_00013,13,143831,1497,2407,place_in_slider,push_pink_block_right,21654,3723,1229,gap,False,True,True,train
session_013_frame_0145120,training_ep_row_00013,13,145120,2407,1545,push_pink_block_right,turn_on_lightbulb,22943,2434,1246,gap,False,True,True,train
session_013_frame_0146962,training_ep_row_00013,13,146962,3484,3478,turn_on_lightbulb,turn_off_lightbulb,24785,592,794,gap,False,True,True,train
session_014_frame_0245084,training_ep_row_00014,14,245084,2213,3475,lift_blue_block_slider,place_in_slider,799,27635,683,gap,False,True,True,test
session_014_frame_0246540,training_ep_row_00014,14,246540,2783,4594,place_in_slider,turn_off_lightbulb,2255,26179,104,gap,False,True,True,test
session_014_frame_0247752,training_ep_row_00014,14,247752,81,2137,turn_off_lightbulb,turn_on_lightbulb,3467,24967,1136,gap,False,True,True,test
session_014_frame_0249864,training_ep_row_00014,14,249864,2137,2869,turn_on_lightbulb,place_in_slider,5579,22855,2047,gap,False,True,True,test
session_014_frame_0251272,training_ep_row_00014,14,251272,2869,4034,place_in_slider,lift_red_block_table,6987,21447,1343,gap,False,True,True,test
session_014_frame_0251837,training_ep_row_00014,14,251837,4034,2048,lift_red_block_table,place_in_slider,7552,20882,520,gap,False,True,True,test
session_014_frame_0253575,training_ep_row_00014,14,253575,4654,3353,place_in_slider,turn_on_lightbulb,9290,19144,120,gap,False,True,True,test
session_014_frame_0254273,training_ep_row_00014,14,254273,2729,1453,turn_on_lightbulb,place_in_slider,9988,18446,623,gap,False,True,True,test
session_014_frame_0254873,training_ep_row_00014,14,254873,1453,2855,place_in_slider,turn_off_lightbulb,10588,17846,555,gap,False,True,True,test
session_014_frame_0256145,training_ep_row_00014,14,256145,2855,1547,turn_off_lightbulb,place_in_slider,11860,16574,1207,gap,False,True,True,test
session_014_frame_0256555,training_ep_row_00014,14,256555,1547,1124,place_in_slider,push_pink_block_right,12270,16164,376,gap,False,True,True,test
session_014_frame_0256713,training_ep_row_00014,14,256713,1124,3265,push_pink_block_right,place_in_slider,12428,16006,93,gap,False,True,True,test
session_014_frame_0257474,training_ep_row_00014,14,257474,3265,2806,place_in_slider,turn_off_lightbulb,13189,15245,719,gap,False,True,True,test
session_014_frame_0257972,training_ep_row_00014,14,257972,2806,1466,turn_off_lightbulb,lift_red_block_table,13687,14747,433,gap,False,True,True,test
session_014_frame_0258331,training_ep_row_00014,14,258331,1466,753,lift_red_block_table,turn_on_lightbulb,14046,14388,294,gap,False,True,True,test
session_014_frame_0258885,training_ep_row_00014,14,258885,945,2274,turn_on_lightbulb,lift_blue_block_slider,14600,13834,488,gap,False,True,True,test
session_014_frame_0260303,training_ep_row_00014,14,260303,1461,318,lift_blue_block_slider,place_in_slider,16018,12416,1343,gap,False,True,True,test
session_014_frame_0260932,training_ep_row_00014,14,260932,318,443,place_in_slider,lift_blue_block_slider,16647,11787,594,gap,False,True,True,test
session_014_frame_0262996,training_ep_row_00014,14,262996,3043,1027,lift_blue_block_slider,lift_red_block_table,18711,9723,1997,gap,False,True,True,test
session_014_frame_0263180,training_ep_row_00014,14,263180,1027,3990,lift_red_block_table,turn_off_lightbulb,18895,9539,119,gap,False,True,True,test
session_014_frame_0263884,training_ep_row_00014,14,263884,3990,127,turn_off_lightbulb,lift_red_block_table,19599,8835,639,gap,False,True,True,test
session_014_frame_0264154,training_ep_row_00014,14,264154,127,4701,lift_red_block_table,turn_on_lightbulb,19869,8565,205,gap,False,True,True,test
session_014_frame_0265252,training_ep_row_00014,14,265252,4701,3488,turn_on_lightbulb,place_in_slider,20967,7467,1033,gap,False,True,True,test
session_014_frame_0268616,training_ep_row_00014,14,268616,3488,3805,place_in_slider,push_pink_block_right,24331,4103,3299,gap,False,True,True,test
session_014_frame_0268988,training_ep_row_00014,14,268988,3646,257,push_pink_block_right,turn_on_lightbulb,24703,3731,241,gap,False,True,True,test
session_014_frame_0269652,training_ep_row_00014,14,269652,3279,3528,turn_on_lightbulb,lift_red_block_table,25367,3067,590,gap,False,True,True,test
session_014_frame_0269712,training_ep_row_00014,14,269712,31,4699,lift_red_block_table,place_in_slider,25427,3007,-6,overlap,False,True,True,test
session_014_frame_0269750,training_ep_row_00014,14,269750,4699,2232,place_in_slider,turn_off_lightbulb,25465,2969,-3,overlap,False,True,True,test
session_014_frame_0270834,training_ep_row_00014,14,270834,2232,3405,turn_off_lightbulb,lift_red_block_table,26549,1885,1019,gap,False,True,True,test
session_014_frame_0271538,training_ep_row_00014,14,271538,4870,3877,lift_red_block_table,place_in_slider,27253,1181,646,gap,False,True,True,test
session_014_frame_0271809,training_ep_row_00014,14,271809,3877,4321,place_in_slider,lift_blue_block_slider,27524,910,223,gap,False,True,True,test
session_014_frame_0272386,training_ep_row_00014,14,272386,4321,3456,lift_blue_block_slider,lift_red_block_table,28101,333,512,gap,False,True,True,test
session_015_frame_0540009,training_ep_row_00015,15,540009,4257,4540,lift_blue_block_slider,turn_on_lightbulb,254,13558,181,gap,False,True,True,train
session_015_frame_0540618,training_ep_row_00015,15,540618,4540,3392,turn_on_lightbulb,place_in_slider,863,12949,560,gap,False,True,True,train
session_015_frame_0540874,training_ep_row_00015,15,540874,3392,3678,place_in_slider,lift_blue_block_slider,1119,12693,219,gap,False,True,True,train
session_015_frame_0542337,training_ep_row_00015,15,542337,3067,4,lift_blue_block_slider,turn_on_lightbulb,2582,11230,385,gap,False,True,True,train
session_015_frame_0543001,training_ep_row_00015,15,543001,4,3966,turn_on_lightbulb,lift_red_block_table,3246,10566,599,gap,False,True,True,train
session_015_frame_0543663,training_ep_row_00015,15,543663,3966,4700,lift_red_block_table,turn_on_lightbulb,3908,9904,614,gap,False,True,True,train
session_015_frame_0546791,training_ep_row_00015,15,546791,2631,1321,turn_on_lightbulb,turn_off_lightbulb,7036,6776,384,gap,False,True,True,train
session_015_frame_0546995,training_ep_row_00015,15,546995,1321,1395,turn_off_lightbulb,lift_red_block_table,7240,6572,139,gap,False,True,True,train
session_015_frame_0547741,training_ep_row_00015,15,547741,3605,965,lift_red_block_table,turn_off_lightbulb,7986,5826,151,gap,False,True,True,train
session_015_frame_0548005,training_ep_row_00015,15,548005,965,1224,turn_off_lightbulb,push_pink_block_right,8250,5562,199,gap,False,True,True,train
session_015_frame_0550750,training_ep_row_00015,15,550750,1224,3889,push_pink_block_right,place_in_slider,10995,2817,2680,gap,False,True,True,train
session_015_frame_0550950,training_ep_row_00015,15,550950,3889,64,place_in_slider,turn_off_lightbulb,11195,2617,163,gap,False,True,True,train
session_015_frame_0551928,training_ep_row_00015,15,551928,64,1043,turn_off_lightbulb,push_pink_block_right,12173,1639,913,gap,False,True,True,train
session_015_frame_0552613,training_ep_row_00015,15,552613,504,2863,push_pink_block_right,lift_red_block_table,12858,954,575,gap,False,True,True,train
session_015_frame_0552989,training_ep_row_00015,15,552989,2259,779,lift_red_block_table,lift_blue_block_slider,13234,578,-13,overlap,False,True,True,train
session_016_frame_0358728,training_ep_row_00016,16,358728,59,1075,turn_on_lightbulb,lift_red_block_table,246,2525,7,gap,False,True,True,train
session_016_frame_0359069,training_ep_row_00016,16,359069,1663,1998,lift_red_block_table,place_in_slider,587,2184,275,gap,False,True,True,train
session_016_frame_0359534,training_ep_row_00016,16,359534,1998,1511,place_in_slider,lift_blue_block_slider,1052,1719,430,gap,False,True,True,train
session_016_frame_0359714,training_ep_row_00016,16,359714,1511,585,lift_blue_block_slider,push_pink_block_right,1232,1539,115,gap,False,True,True,train
session_016_frame_0360571,training_ep_row_00016,16,360571,585,1605,push_pink_block_right,turn_off_lightbulb,2089,682,813,gap,False,True,True,train
session_016_frame_0360978,training_ep_row_00016,16,360978,2740,983,turn_off_lightbulb,place_in_slider,2496,275,338,gap,False,True,True,train
session_017_frame_0420917,training_ep_row_00017,17,420917,436,97,lift_blue_block_slider,place_in_slider,418,17956,115,gap,False,True,True,train
session_017_frame_0421487,training_ep_row_00017,17,421487,97,1553,place_in_slider,turn_off_lightbulb,988,17386,505,gap,False,True,True,train
session_017_frame_0422741,training_ep_row_00017,17,422741,4057,3632,turn_off_lightbulb,lift_red_block_table,2242,16132,184,gap,False,True,True,train
session_017_frame_0423351,training_ep_row_00017,17,423351,3632,2700,lift_red_block_table,turn_on_lightbulb,2852,15522,545,gap,False,True,True,train
session_017_frame_0424146,training_ep_row_00017,17,424146,2700,25,turn_on_lightbulb,turn_off_lightbulb,3647,14727,730,gap,False,True,True,train
session_017_frame_0424751,training_ep_row_00017,17,424751,25,3404,turn_off_lightbulb,lift_red_block_table,4252,14122,540,gap,False,True,True,train
session_017_frame_0425910,training_ep_row_00017,17,425910,3404,15,lift_red_block_table,turn_on_lightbulb,5411,12963,1094,gap,False,True,True,train
session_017_frame_0427303,training_ep_row_00017,17,427303,15,4832,turn_on_lightbulb,lift_blue_block_slider,6804,11570,1328,gap,False,True,True,train
session_017_frame_0429187,training_ep_row_00017,17,429187,4832,2922,lift_blue_block_slider,lift_red_block_table,8688,9686,1819,gap,False,True,True,train
session_017_frame_0429602,training_ep_row_00017,17,429602,2922,2033,lift_red_block_table,turn_off_lightbulb,9103,9271,378,gap,False,True,True,train
session_017_frame_0431787,training_ep_row_00017,17,431787,2275,380,turn_off_lightbulb,lift_red_block_table,11288,7086,2143,gap,False,True,True,train
session_017_frame_0431917,training_ep_row_00017,17,431917,380,3250,lift_red_block_table,turn_on_lightbulb,11418,6956,85,gap,False,True,True,train
session_017_frame_0433550,training_ep_row_00017,17,433550,3250,1362,turn_on_lightbulb,turn_off_lightbulb,13051,5323,1568,gap,False,True,True,train
session_017_frame_0436921,training_ep_row_00017,17,436921,3272,770,turn_off_lightbulb,lift_red_block_table,16422,1952,10,gap,False,True,True,train
session_017_frame_0438521,training_ep_row_00017,17,438521,1965,2881,lift_red_block_table,place_in_slider,18022,352,1526,gap,False,True,True,train
session_018_frame_0147956,training_ep_row_00018,18,147956,4316,3443,lift_blue_block_slider,turn_on_lightbulb,402,18383,167,gap,False,True,True,train
session_018_frame_0148919,training_ep_row_00018,18,148919,3443,680,turn_on_lightbulb,turn_off_lightbulb,1365,17420,898,gap,False,True,True,train
session_018_frame_0149768,training_ep_row_00018,18,149768,680,4798,turn_off_lightbulb,turn_on_lightbulb,2214,16571,784,gap,False,True,True,train
session_018_frame_0151641,training_ep_row_00018,18,151641,4798,2851,turn_on_lightbulb,turn_off_lightbulb,4087,14698,1808,gap,False,True,True,train
session_018_frame_0152184,training_ep_row_00018,18,152184,2851,3406,turn_off_lightbulb,lift_blue_block_slider,4630,14155,478,gap,False,True,True,train
session_018_frame_0153059,training_ep_row_00018,18,153059,3406,4514,lift_blue_block_slider,place_in_slider,5505,13280,810,gap,False,True,True,train
session_018_frame_0153366,training_ep_row_00018,18,153366,4514,2502,place_in_slider,push_pink_block_right,5812,12973,270,gap,False,True,True,train
session_018_frame_0153540,training_ep_row_00018,18,153540,2502,2698,push_pink_block_right,place_in_slider,5986,12799,131,gap,False,True,True,train
session_018_frame_0153583,training_ep_row_00018,18,153583,2698,4536,place_in_slider,turn_on_lightbulb,6029,12756,-4,overlap,False,True,True,train
session_018_frame_0153792,training_ep_row_00018,18,153792,4536,1691,turn_on_lightbulb,lift_blue_block_slider,6238,12547,144,gap,False,True,True,train
session_018_frame_0153983,training_ep_row_00018,18,153983,1089,1332,lift_blue_block_slider,lift_red_block_table,6429,12356,121,gap,False,True,True,train
session_018_frame_0154880,training_ep_row_00018,18,154880,384,3668,lift_red_block_table,lift_blue_block_slider,7326,11459,316,gap,False,True,True,train
session_018_frame_0155341,training_ep_row_00018,18,155341,2214,3365,lift_blue_block_slider,lift_red_block_table,7787,10998,393,gap,False,True,True,train
session_018_frame_0155522,training_ep_row_00018,18,155522,431,4975,lift_red_block_table,lift_blue_block_slider,7968,10817,114,gap,False,True,True,train
session_018_frame_0158544,training_ep_row_00018,18,158544,3719,1399,lift_blue_block_slider,lift_red_block_table,10990,7795,2198,gap,False,True,True,train
session_018_frame_0158743,training_ep_row_00018,18,158743,1399,4053,lift_red_block_table,lift_blue_block_slider,11189,7596,134,gap,False,True,True,train
session_018_frame_0161013,training_ep_row_00018,18,161013,4595,4555,lift_blue_block_slider,turn_off_lightbulb,13459,5326,2199,gap,False,True,True,train
session_018_frame_0162198,training_ep_row_00018,18,162198,4555,2433,turn_off_lightbulb,lift_blue_block_slider,14644,4141,1120,gap,False,True,True,train
session_018_frame_0162682,training_ep_row_00018,18,162682,2433,1542,lift_blue_block_slider,place_in_slider,15128,3657,419,gap,False,True,True,train
session_018_frame_0164161,training_ep_row_00018,18,164161,1542,4599,place_in_slider,lift_red_block_table,16607,2178,1414,gap,False,True,True,train
session_018_frame_0165078,training_ep_row_00018,18,165078,4599,5045,lift_red_block_table,push_pink_block_right,17524,1261,852,gap,False,True,True,train
session_018_frame_0165634,training_ep_row_00018,18,165634,5045,4116,push_pink_block_right,lift_red_block_table,18080,705,514,gap,False,True,True,train
session_019_frame_0370669,training_ep_row_00019,19,370669,138,730,lift_blue_block_slider,turn_on_lightbulb,611,11228,117,gap,False,True,True,train
session_019_frame_0371443,training_ep_row_00019,19,371443,805,3986,turn_on_lightbulb,lift_blue_block_slider,1385,10454,699,gap,False,True,True,train
session_019_frame_0371621,training_ep_row_00019,19,371621,3986,2619,lift_blue_block_slider,turn_off_lightbulb,1563,10276,113,gap,False,True,True,train
session_019_frame_0372206,training_ep_row_00019,19,372206,2619,736,turn_off_lightbulb,lift_red_block_table,2148,9691,520,gap,False,True,True,train
session_019_frame_0372436,training_ep_row_00019,19,372436,736,896,lift_red_block_table,turn_on_lightbulb,2378,9461,165,gap,False,True,True,train
session_019_frame_0372678,training_ep_row_00019,19,372678,896,267,turn_on_lightbulb,push_pink_block_right,2620,9219,199,gap,False,True,True,train
session_019_frame_0372995,training_ep_row_00019,19,372995,2515,3610,push_pink_block_right,lift_blue_block_slider,2937,8902,249,gap,False,True,True,train
session_019_frame_0374675,training_ep_row_00019,19,374675,2066,1441,lift_blue_block_slider,lift_red_block_table,4617,7222,178,gap,False,True,True,train
session_019_frame_0375274,training_ep_row_00019,19,375274,1441,917,lift_red_block_table,place_in_slider,5216,6623,534,gap,False,True,True,train
session_019_frame_0376351,training_ep_row_00019,19,376351,917,336,place_in_slider,turn_on_lightbulb,6293,5546,1041,gap,False,True,True,train
session_019_frame_0376717,training_ep_row_00019,19,376717,336,4660,turn_on_lightbulb,turn_off_lightbulb,6659,5180,301,gap,False,True,True,train
session_019_frame_0377260,training_ep_row_00019,19,377260,4660,1534,turn_off_lightbulb,turn_on_lightbulb,7202,4637,478,gap,False,True,True,train
session_019_frame_0377536,training_ep_row_00019,19,377536,1534,2621,turn_on_lightbulb,place_in_slider,7478,4361,211,gap,False,True,True,train
session_019_frame_0377935,training_ep_row_00019,19,377935,2621,1029,place_in_slider,lift_blue_block_slider,7877,3962,334,gap,False,True,True,train
session_019_frame_0379578,training_ep_row_00019,19,379578,1451,335,lift_blue_block_slider,place_in_slider,9520,2319,203,gap,False,True,True,train
session_019_frame_0379909,training_ep_row_00019,19,379909,335,1459,place_in_slider,lift_blue_block_slider,9851,1988,292,gap,False,True,True,train
session_019_frame_0380050,training_ep_row_00019,19,380050,1459,757,lift_blue_block_slider,lift_red_block_table,9992,1847,76,gap,False,True,True,train
session_019_frame_0380758,training_ep_row_00019,19,380758,757,3346,lift_red_block_table,push_pink_block_right,10700,1139,643,gap,False,True,True,train
session_019_frame_0381662,training_ep_row_00019,19,381662,4959,1494,push_pink_block_right,turn_off_lightbulb,11604,235,825,gap,False,True,True,train
session_020_frame_0579695,training_ep_row_00020,20,579695,2636,3197,turn_on_lightbulb,turn_off_lightbulb,1437,9372,1308,gap,False,True,True,development
session_020_frame_0580883,training_ep_row_00020,20,580883,3197,1178,turn_off_lightbulb,push_pink_block_right,2625,8184,1123,gap,False,True,True,development
session_020_frame_0582778,training_ep_row_00020,20,582778,584,4659,push_pink_block_right,lift_red_block_table,4520,6289,1833,gap,False,True,True,development
session_020_frame_0582939,training_ep_row_00020,20,582939,4659,2710,lift_red_block_table,turn_on_lightbulb,4681,6128,96,gap,False,True,True,development
session_020_frame_0583562,training_ep_row_00020,20,583562,2710,156,turn_on_lightbulb,turn_off_lightbulb,5304,5505,558,gap,False,True,True,development
session_020_frame_0583877,training_ep_row_00020,20,583877,156,3635,turn_off_lightbulb,lift_red_block_table,5619,5190,250,gap,False,True,True,development
session_020_frame_0585203,training_ep_row_00020,20,585203,3635,4650,lift_red_block_table,place_in_slider,6945,3864,1290,gap,False,True,True,development
session_020_frame_0585889,training_ep_row_00020,20,585889,4579,2622,place_in_slider,push_pink_block_right,7631,3178,626,gap,False,True,True,development
session_020_frame_0586180,training_ep_row_00020,20,586180,3725,1977,push_pink_block_right,turn_off_lightbulb,7922,2887,248,gap,False,True,True,development
session_020_frame_0586866,training_ep_row_00020,20,586866,1977,921,turn_off_lightbulb,push_pink_block_right,8608,2201,621,gap,False,True,True,development
session_020_frame_0588428,training_ep_row_00020,20,588428,2620,213,push_pink_block_right,place_in_slider,10170,639,1508,gap,False,True,True,development
session_021_frame_0274728,training_ep_row_00021,21,274728,1021,2202,lift_red_block_table,lift_blue_block_slider,2009,24198,266,gap,False,True,True,development
session_021_frame_0274881,training_ep_row_00021,21,274881,2202,2939,lift_blue_block_slider,lift_red_block_table,2162,24045,88,gap,False,True,True,development
session_021_frame_0276050,training_ep_row_00021,21,276050,2939,3472,lift_red_block_table,place_in_slider,3331,22876,1104,gap,False,True,True,development
